TF.CellLine.Antibody.Lab.renamed,Cell Line,Factor,Lab,Treatment,Antibody,Data Version,Quality,Table Name,Control,TF.CellLine.Antibody.Lab,DeepBind.star,DeepBind,MEME.SUM,MEME.M1
RAD21_HepG2_Rad21_Stanford,HepG2,RAD21,Stanford,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHepg2Rad21IggrabUniPk,IgG+AC0-rab,RAD21_HepG2_Rad21_Stanford,0.996606,0.996831,0.978064,0.97772
RAD21_IMR90_Rad21_Stanford,IMR90,RAD21,Stanford,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhImr90Rad21IggrabUniPk,IgG+AC0-rab,RAD21_IMR90_Rad21_Stanford,0.99708,0.998284,0.98176,0.98176
RAD21_K562_Rad21_HudsonAlpha,K562,RAD21,HudsonAlpha,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Rad21V0416102UniPk,NA,RAD21_K562_Rad21_HudsonAlpha,0.998147,0.995592,0.959872,0.963048
RAD21_SK_N_SH_(Retinoic_Acid)_Rad21_HudsonAlpha,SK+AC0-N+AC0-SH (Retinoic Acid),RAD21,HudsonAlpha,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibSknshraRad21V0416102UniPk,NA,RAD21_SK-N-SH-(Retinoic-Acid)_Rad21_HudsonAlpha,0.999599,0.997707,0.96216,0.979592
RBBP5_H1_hESC_RBBP5_(A300_109A)_Broad,H1+AC0-hESC,RBBP5,Broad,None,RBBP5+AF8-(A300+AC0-109A),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsBroadH1hescRbbp5a300109aUniPk,std,RBBP5_H1-hESC_RBBP5_(A300-109A)_Broad,0.730007,0.667319,0.538808,0.527124
RBBP5_K562_RBBP5_(A300_109A)_Broad,K562,RBBP5,Broad,None,RBBP5+AF8-(A300+AC0-109A),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsBroadK562Rbbp5a300109aUniPk,std,RBBP5_K562_RBBP5_(A300-109A)_Broad,0.788926,0.678276,0.621268,0.60752
RCOR1_HeLa_S3_COREST_(sc_30189)_Stanford,HeLa+AC0-S3,RCOR1,Stanford,None,COREST+AF8-(sc+AC0-30189),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Corestsc30189IggrabUniPk,IgG+AC0-rab,RCOR1_HeLa-S3_COREST_(sc-30189)_Stanford,0.869333,0.706174,0.730416,0.62394
RCOR1_HepG2_COREST_(sc_30189)_Stanford,HepG2,RCOR1,Stanford,None,COREST+AF8-(sc+AC0-30189),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHepg2Corestsc30189IggrabUniPk,IgG+AC0-rab,RCOR1_HepG2_COREST_(sc-30189)_Stanford,0.855775,0.723109,0.698488,0.574528
RCOR1_K562_COREST_(ab24166)_Stanford,K562,RCOR1,Stanford,None,COREST+AF8-(ab24166),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Corestab24166IggrabUniPk,IgG+AC0-rab,RCOR1_K562_COREST_(ab24166)_Stanford,0.879601,0.842221,0.827416,0.843416
RCOR1_K562_COREST_(sc_30189)_Stanford,K562,RCOR1,Stanford,None,COREST+AF8-(sc+AC0-30189),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Corestsc30189IggrabUniPk,IgG+AC0-rab,RCOR1_K562_COREST_(sc-30189)_Stanford,0.924025,0.877605,0.83206,0.787836
REST_GM12878_NRSF_HudsonAlpha,GM12878,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878NrsfPcr1xUniPk,NA,REST_GM12878_NRSF_HudsonAlpha,0.999338,0.999209,0.994684,0.93764
REST_H1_hESC_NRSF_HudsonAlpha,H1+AC0-hESC,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescNrsfV0416102UniPk,NA,REST_H1-hESC_NRSF_HudsonAlpha,0.999871,0.999563,0.988564,0.942436
REST_HeLa_S3_NRSF_HudsonAlpha,HeLa+AC0-S3,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHelas3NrsfPcr1xUniPk,NA,REST_HeLa-S3_NRSF_HudsonAlpha,0.999573,0.99936,0.99114,0.944188
REST_HepG2_NRSF_HudsonAlpha,HepG2,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2NrsfV0416101UniPk,NA,REST_HepG2_NRSF_HudsonAlpha,0.998211,0.999122,0.989832,0.95514
REST_HepG2_NRSF_HudsonAlpha,HepG2,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2NrsfPcr2xUniPk,NA,REST_HepG2_NRSF_HudsonAlpha,0.998211,0.999122,0.989832,0.95514
REST_K562_NRSF_HudsonAlpha,K562,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562NrsfV0416102UniPk,NA,REST_K562_NRSF_HudsonAlpha,0.998664,0.999682,0.995528,0.932696
REST_PANC_1_NRSF_HudsonAlpha,PANC+AC0-1,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibPanc1NrsfPcr2xUniPk,NA,REST_PANC-1_NRSF_HudsonAlpha,0.998568,0.998205,0.990404,0.938144
REST_PFSK_1_NRSF_HudsonAlpha,PFSK+AC0-1,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibPfsk1NrsfPcr2xUniPk,NA,REST_PFSK-1_NRSF_HudsonAlpha,0.999091,0.998892,0.994792,0.91356
REST_SK_N_SH_NRSF_HudsonAlpha,SK+AC0-N+AC0-SH,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibSknshNrsfV0416101UniPk,NA,REST_SK-N-SH_NRSF_HudsonAlpha,0.978839,0.987024,0.969904,0.9329
REST_SK_N_SH_NRSF_HudsonAlpha,SK+AC0-N+AC0-SH,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibSknshNrsfPcr2xUniPk,NA,REST_SK-N-SH_NRSF_HudsonAlpha,0.978839,0.987024,0.969904,0.9329
REST_U87_NRSF_HudsonAlpha,U87,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibU87NrsfPcr2xUniPk,NA,REST_U87_NRSF_HudsonAlpha,0.995643,0.998086,0.988864,0.92222
RFX5_GM12878_RFX5_(200_401_194)_Stanford,GM12878,RFX5,Stanford,None,RFX5+AF8-(200+AC0-401+AC0-194),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878Rfx5200401194IggmusUniPk,IgG+AC0-mus,RFX5_GM12878_RFX5_(200-401-194)_Stanford,0.972812,0.967877,0.921116,0.791584
RFX5_H1_hESC_RFX5_(200_401_194)_Stanford,H1+AC0-hESC,RFX5,Stanford,None,RFX5+AF8-(200+AC0-401+AC0-194),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhH1hescRfx5200401194IggrabUniPk,IgG+AC0-rab,RFX5_H1-hESC_RFX5_(200-401-194)_Stanford,0.91385,0.900167,0.88482,0.877676
RFX5_HeLa_S3_RFX5_(200_401_194)_Stanford,HeLa+AC0-S3,RFX5,Stanford,None,RFX5+AF8-(200+AC0-401+AC0-194),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Rfx5200401194IggrabUniPk,IgG+AC0-rab,RFX5_HeLa-S3_RFX5_(200-401-194)_Stanford,0.954539,0.947561,0.891896,0.85278
RFX5_HepG2_RFX5_(200_401_194)_Stanford,HepG2,RFX5,Stanford,None,RFX5+AF8-(200+AC0-401+AC0-194),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHepg2Rfx5200401194IggrabUniPk,IgG+AC0-rab,RFX5_HepG2_RFX5_(200-401-194)_Stanford,0.936882,0.94939,0.946804,0.898028
RFX5_K562_RFX5_(200_401_194)_Stanford,K562,RFX5,Stanford,None,RFX5+AF8-(200+AC0-401+AC0-194),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Rfx5IggrabUniPk,IgG+AC0-rab,RFX5_K562_RFX5_(200-401-194)_Stanford,0.882336,0.8472,0.811608,0.734296
RPC155_HeLa_S3_RPC155_Harvard,HeLa+AC0-S3,RPC155,Harvard,None,RPC155,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Rpc155UniPk,std,RPC155_HeLa-S3_RPC155_Harvard,0.945405,0.9274,0.835004,0.6688
RUNX3_GM12878_RUNX3_(SC_101553)_HudsonAlpha,GM12878,RUNX3,HudsonAlpha,None,RUNX3+AF8-(SC+AC0-101553),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Runx3sc101553V0422111UniPk,NA,RUNX3_GM12878_RUNX3_(SC-101553)_HudsonAlpha,0.974198,0.93657,0.929664,0.921432
RXRA_GM12878_RXRA_HudsonAlpha,GM12878,RXRA,HudsonAlpha,None,RXRA,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878RxraPcr1xUniPk,NA,RXRA_GM12878_RXRA_HudsonAlpha,0.723478,0.714964,0.642272,0.567252
RXRA_HepG2_RXRA_HudsonAlpha,HepG2,RXRA,HudsonAlpha,None,RXRA,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2RxraPcr1xUniPk,NA,RXRA_HepG2_RXRA_HudsonAlpha,0.939038,0.858402,0.857856,0.829416
SAP30_K562_SAP30_(39731)_Broad,K562,SAP30,Broad,None,SAP30+AF8-(39731),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsBroadK562Sap3039731UniPk,std,SAP30_K562_SAP30_(39731)_Broad,0.671378,0.606245,0.598612,0.536704
SETDB1_K562_SETDB1_USC,K562,SETDB1,USC,None,SETDB1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Setdb1UcdUniPk,UCDavis,SETDB1_K562_SETDB1_USC,0.864713,0.820499,0.627604,0.641376
SETDB1_U2OS_SETDB1_USC,U2OS,SETDB1,USC,None,SETDB1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhU2osSetdb1UcdUniPk,UCDavis,SETDB1_U2OS_SETDB1_USC,0.927831,0.909264,0.75104,0.567084
SIN3AK20_H1_hESC_Sin3Ak_20_HudsonAlpha,H1+AC0-hESC,SIN3AK20,HudsonAlpha,None,Sin3Ak+AC0-20,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescSin3ak20Pcr1xUniPk,NA,SIN3AK20_H1-hESC_Sin3Ak-20_HudsonAlpha,0.927934,0.821371,0.654632,0.575104
SIN3AK20_HepG2_Sin3Ak_20_HudsonAlpha,HepG2,SIN3AK20,HudsonAlpha,None,Sin3Ak+AC0-20,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Sin3ak20Pcr1xUniPk,NA,SIN3AK20_HepG2_Sin3Ak-20_HudsonAlpha,0.815427,0.737988,0.842188,0.622276
SIN3AK20_K562_Sin3Ak_20_HudsonAlpha,K562,SIN3AK20,HudsonAlpha,None,Sin3Ak+AC0-20,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Sin3ak20V0416101UniPk,NA,SIN3AK20_K562_Sin3Ak-20_HudsonAlpha,0.796618,0.782969,0.833452,0.643832
SIN3AK20_PFSK_1_Sin3Ak_20_HudsonAlpha,PFSK+AC0-1,SIN3AK20,HudsonAlpha,None,Sin3Ak+AC0-20,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibPfsk1Sin3ak20V0416101UniPk,NA,SIN3AK20_PFSK-1_Sin3Ak-20_HudsonAlpha,0.831573,0.769358,0.728476,0.536076
SIN3AK20_SK_N_SH_Sin3Ak_20_HudsonAlpha,SK+AC0-N+AC0-SH,SIN3AK20,HudsonAlpha,None,Sin3Ak+AC0-20,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibSknshSin3ak20V0416101UniPk,NA,SIN3AK20_SK-N-SH_Sin3Ak-20_HudsonAlpha,0.808746,0.66542,0.749664,0.562712
SIN3A_GM12878_SIN3A_(NB600_1263)_Stanford,GM12878,SIN3A,Stanford,None,SIN3A+AF8-(NB600+AC0-1263),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878Sin3anb6001263IggmusUniPk,IgG+AC0-mus,SIN3A_GM12878_SIN3A_(NB600-1263)_Stanford,0.779113,0.721625,0.725264,0.559664
SIN3A_H1_hESC_SIN3A_(NB600_1263)_Stanford,H1+AC0-hESC,SIN3A,Stanford,None,SIN3A+AF8-(NB600+AC0-1263),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhH1hescSin3anb6001263IggrabUniPk,IgG+AC0-rab,SIN3A_H1-hESC_SIN3A_(NB600-1263)_Stanford,0.895447,0.741802,0.71294,0.530688
SIRT6_K562_SIRT6_Harvard,K562,SIRT6,Harvard,None,SIRT6,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Sirt6UniPk,std,SIRT6_K562_SIRT6_Harvard,0.877373,0.863286,0.836936,0.73022
SIX5_GM12878_SIX5_HudsonAlpha,GM12878,SIX5,HudsonAlpha,None,SIX5,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Six5Pcr1xUniPk,NA,SIX5_GM12878_SIX5_HudsonAlpha,0.98271,0.958408,0.953284,0.922528
SIX5_H1_hESC_SIX5_HudsonAlpha,H1+AC0-hESC,SIX5,HudsonAlpha,None,SIX5,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescSix5Pcr1xUniPk,NA,SIX5_H1-hESC_SIX5_HudsonAlpha,0.990938,0.963862,0.95002,0.960024
SIX5_K562_SIX5_HudsonAlpha,K562,SIX5,HudsonAlpha,None,SIX5,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Six5Pcr1xUniPk,NA,SIX5_K562_SIX5_HudsonAlpha,0.985425,0.933976,0.947308,0.932448
SMARCB1_HeLa_S3_Ini1_Stanford,HeLa+AC0-S3,SMARCB1,Stanford,None,Ini1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Ini1IggmusUniPk,IgG+AC0-mus,SMARCB1_HeLa-S3_Ini1_Stanford,0.756342,0.638745,0.624392,0.591424
SMC3_GM12878_SMC3_(ab9263)_Stanford,GM12878,SMC3,Stanford,None,SMC3+AF8-(ab9263),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878Smc3ab9263IggmusUniPk,IgG+AC0-mus,SMC3_GM12878_SMC3_(ab9263)_Stanford,0.99843,0.996825,0.974864,0.981588
SMC3_HeLa_S3_SMC3_(ab9263)_Stanford,HeLa+AC0-S3,SMC3,Stanford,None,SMC3+AF8-(ab9263),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Smc3ab9263IggrabUniPk,IgG+AC0-rab,SMC3_HeLa-S3_SMC3_(ab9263)_Stanford,0.995445,0.996285,0.96722,0.976196
SMC3_HepG2_SMC3_(ab9263)_Stanford,HepG2,SMC3,Stanford,None,SMC3+AF8-(ab9263),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHepg2Smc3ab9263IggrabUniPk,IgG+AC0-rab,SMC3_HepG2_SMC3_(ab9263)_Stanford,0.996553,0.993467,0.973784,0.976724
SMC3_K562_SMC3_(ab9263)_Stanford,K562,SMC3,Stanford,None,SMC3+AF8-(ab9263),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Smc3ab9263IggrabUniPk,IgG+AC0-rab,SMC3_K562_SMC3_(ab9263)_Stanford,0.998227,0.996861,0.96396,0.98268
SP1_GM12878_SP1_HudsonAlpha,GM12878,SP1,HudsonAlpha,None,SP1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Sp1Pcr1xUniPk,NA,SP1_GM12878_SP1_HudsonAlpha,0.90003,0.898108,0.917436,0.882784
SP1_H1_hESC_SP1_HudsonAlpha,H1+AC0-hESC,SP1,HudsonAlpha,None,SP1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescSp1Pcr1xUniPk,NA,SP1_H1-hESC_SP1_HudsonAlpha,0.909767,0.898728,0.847024,0.768144
SP1_HepG2_SP1_HudsonAlpha,HepG2,SP1,HudsonAlpha,None,SP1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Sp1Pcr1xUniPk,NA,SP1_HepG2_SP1_HudsonAlpha,0.899211,0.755328,0.830324,0.671076
SP1_K562_SP1_HudsonAlpha,K562,SP1,HudsonAlpha,None,SP1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Sp1Pcr1xUniPk,NA,SP1_K562_SP1_HudsonAlpha,0.91156,0.853846,0.863376,0.785656
SP2_H1_hESC_SP2_(SC_643)_HudsonAlpha,H1+AC0-hESC,SP2,HudsonAlpha,None,SP2+AF8-(SC+AC0-643),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescSp2V0422111UniPk,NA,SP2_H1-hESC_SP2_(SC-643)_HudsonAlpha,0.945505,0.951608,0.926092,0.790032
SP2_K562_SP2_(SC_643)_HudsonAlpha,K562,SP2,HudsonAlpha,None,SP2+AF8-(SC+AC0-643),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Sp2sc643V0416102UniPk,NA,SP2_K562_SP2_(SC-643)_HudsonAlpha,0.916208,0.909559,0.918292,0.75218
SP4_H1_hESC_SP4_(V_20)_HudsonAlpha,H1+AC0-hESC,SP4,HudsonAlpha,None,SP4+AF8-(V+AC0-20),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescSp4v20V0422111UniPk,NA,SP4_H1-hESC_SP4_(V-20)_HudsonAlpha,0.808076,0.686552,0.743236,0.642476
SPI1_GM12878_PU_1_HudsonAlpha,GM12878,SPI1,HudsonAlpha,None,PU.1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Pu1Pcr1xUniPk,NA,SPI1_GM12878_PU_1_HudsonAlpha,0.999297,0.997672,0.93666,0.996108
SPI1_GM12891_PU_1_HudsonAlpha,GM12891,SPI1,HudsonAlpha,None,PU.1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12891Pu1Pcr1xUniPk,NA,SPI1_GM12891_PU_1_HudsonAlpha,0.998152,0.998012,0.95876,0.991008
SPI1_K562_PU_1_HudsonAlpha,K562,SPI1,HudsonAlpha,None,PU.1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Pu1Pcr1xUniPk,NA,SPI1_K562_PU_1_HudsonAlpha,0.998274,0.994279,0.950748,0.989372
SRF_H1_hESC_SRF_HudsonAlpha,H1+AC0-hESC,SRF,HudsonAlpha,None,SRF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescSrfPcr1xUniPk,NA,SRF_H1-hESC_SRF_HudsonAlpha,0.959879,0.938898,0.9077,0.815336
SRF_HepG2_SRF_HudsonAlpha,HepG2,SRF,HudsonAlpha,None,SRF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2SrfV0416101UniPk,NA,SRF_HepG2_SRF_HudsonAlpha,0.954106,0.91249,0.908644,0.854792
SRF_K562_SRF_HudsonAlpha,K562,SRF,HudsonAlpha,None,SRF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562SrfV0416101UniPk,NA,SRF_K562_SRF_HudsonAlpha,0.832511,0.883127,0.849312,0.67236
STAT3_HeLa_S3_STAT3_Stanford,HeLa+AC0-S3,STAT3,Stanford,None,STAT3,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Stat3IggrabUniPk,IgG+AC0-rab,STAT3_HeLa-S3_STAT3_Stanford,0.975008,0.925388,0.900308,0.857472
STAT5A_GM12878_STAT5A_(SC_74442)_HudsonAlpha,GM12878,STAT5A,HudsonAlpha,None,STAT5A+AF8-(SC+AC0-74442),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Stat5asc74442V0422111UniPk,NA,STAT5A_GM12878_STAT5A_(SC-74442)_HudsonAlpha,0.867495,0.76643,0.764512,0.536792
STAT5A_K562_STAT5A_(SC_74442)_HudsonAlpha,K562,STAT5A,HudsonAlpha,None,STAT5A+AF8-(SC+AC0-74442),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Stat5asc74442V0422111UniPk,NA,STAT5A_K562_STAT5A_(SC-74442)_HudsonAlpha,0.96881,0.958445,0.92726,0.677412
SUZ12_H1_hESC_SUZ12_USC,H1+AC0-hESC,SUZ12,USC,None,SUZ12,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhH1hescSuz12UcdUniPk,UCDavis,SUZ12_H1-hESC_SUZ12_USC,0.657803,0.661146,0.516104,0.5249
TAF1_GM12878_TAF1_HudsonAlpha,GM12878,TAF1,HudsonAlpha,None,TAF1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Taf1Pcr1xUniPk,NA,TAF1_GM12878_TAF1_HudsonAlpha,0.877164,0.779431,0.807408,0.68386
TAF1_GM12891_TAF1_HudsonAlpha,GM12891,TAF1,HudsonAlpha,None,TAF1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12891Taf1Pcr1xUniPk,NA,TAF1_GM12891_TAF1_HudsonAlpha,0.849259,0.738876,0.770368,0.695528
TAF1_GM12892_TAF1_HudsonAlpha,GM12892,TAF1,HudsonAlpha,None,TAF1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12892Taf1V0416102UniPk,NA,TAF1_GM12892_TAF1_HudsonAlpha,0.86068,0.767351,0.757176,0.707112
TAF1_H1_hESC_TAF1_HudsonAlpha,H1+AC0-hESC,TAF1,HudsonAlpha,None,TAF1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescTaf1V0416102UniPk,NA,TAF1_H1-hESC_TAF1_HudsonAlpha,0.849117,0.775465,0.757508,0.670488
TAF1_HeLa_S3_TAF1_HudsonAlpha,HeLa+AC0-S3,TAF1,HudsonAlpha,None,TAF1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHelas3Taf1Pcr1xUniPk,NA,TAF1_HeLa-S3_TAF1_HudsonAlpha,0.844555,0.712028,0.773008,0.643252
TAF1_HepG2_TAF1_HudsonAlpha,HepG2,TAF1,HudsonAlpha,None,TAF1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Taf1Pcr2xUniPk,NA,TAF1_HepG2_TAF1_HudsonAlpha,0.876701,0.754256,0.673164,0.659704
TAF1_K562_TAF1_HudsonAlpha,K562,TAF1,HudsonAlpha,None,TAF1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Taf1V0416101UniPk,NA,TAF1_K562_TAF1_HudsonAlpha,0.855915,0.806135,0.801764,0.68392
TAF1_PFSK_1_TAF1_HudsonAlpha,PFSK+AC0-1,TAF1,HudsonAlpha,None,TAF1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibPfsk1Taf1V0416101UniPk,NA,TAF1_PFSK-1_TAF1_HudsonAlpha,0.837536,0.782122,0.765428,0.646904
TAF1_SK_N_SH_TAF1_HudsonAlpha,SK+AC0-N+AC0-SH,TAF1,HudsonAlpha,None,TAF1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibSknshTaf1V0416101UniPk,NA,TAF1_SK-N-SH_TAF1_HudsonAlpha,0.86144,0.746909,0.79206,0.659572
TAF7_H1_hESC_TAF7_(SC_101167)_HudsonAlpha,H1+AC0-hESC,TAF7,HudsonAlpha,None,TAF7+AF8-(SC+AC0-101167),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescTaf7sc101167V0416102UniPk,NA,TAF7_H1-hESC_TAF7_(SC-101167)_HudsonAlpha,0.795111,0.679816,0.654888,0.597272
TAF7_K562_TAF7_(SC_101167)_HudsonAlpha,K562,TAF7,HudsonAlpha,None,TAF7+AF8-(SC+AC0-101167),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Taf7sc101167V0416101UniPk,NA,TAF7_K562_TAF7_(SC-101167)_HudsonAlpha,0.702824,0.637685,0.62606,0.572308
TAL1_K562_TAL1_(SC_12984)_Stanford,K562,TAL1,Stanford,None,TAL1+AF8-(SC+AC0-12984),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Tal1sc12984IggmusUniPk,IgG+AC0-mus,TAL1_K562_TAL1_(SC-12984)_Stanford,0.987618,0.974557,0.96044,0.964404
TBL1XR1_GM12878_TBLR1_(ab24550)_Stanford,GM12878,TBL1XR1,Stanford,None,TBLR1+AF8-(ab24550),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878Tblr1ab24550IggmusUniPk,IgG+AC0-mus,TBL1XR1_GM12878_TBLR1_(ab24550)_Stanford,0.898567,0.791426,0.769492,0.693796
TBL1XR1_K562_TBLR1_(NB600_270)_Stanford,K562,TBL1XR1,Stanford,None,TBLR1+AF8-(NB600+AC0-270),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Tblr1nb600270IggrabUniPk,IgG+AC0-rab,TBL1XR1_K562_TBLR1_(NB600-270)_Stanford,0.936686,0.885211,0.743608,0.677188
TBL1XR1_K562_TBLR1_(ab24550)_Stanford,K562,TBL1XR1,Stanford,None,TBLR1+AF8-(ab24550),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Tblr1ab24550IggrabUniPk,IgG+AC0-rab,TBL1XR1_K562_TBLR1_(ab24550)_Stanford,0.835257,0.830077,0.853024,0.78722
TBP_GM12878_TBP_Stanford,GM12878,TBP,Stanford,None,TBP,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878TbpIggmusUniPk,IgG+AC0-mus,TBP_GM12878_TBP_Stanford,0.767038,0.788798,0.65584,0.577772
TBP_H1_hESC_TBP_Stanford,H1+AC0-hESC,TBP,Stanford,None,TBP,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhH1hescTbpIggrabUniPk,IgG+AC0-rab,TBP_H1-hESC_TBP_Stanford,0.733775,0.80947,0.741936,0.651688
TBP_HeLa_S3_TBP_Stanford,HeLa+AC0-S3,TBP,Stanford,None,TBP,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3TbpIggrabUniPk,IgG+AC0-rab,TBP_HeLa-S3_TBP_Stanford,0.760269,0.76686,0.72498,0.5725
TBP_HepG2_TBP_Stanford,HepG2,TBP,Stanford,None,TBP,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHepg2TbpIggrabUniPk,IgG+AC0-rab,TBP_HepG2_TBP_Stanford,0.789735,0.814783,0.752528,0.60082
